source,dedup_key,document_number,title,issue_organ,decision,confidence,a_kws,b_kws,c_kws,x_kws,snippet,avail_text_len,has_full_body,in_808,matched_rfn
gov,e161ad53b1e20009711036183fc0af1c440461f234e8238ad621bd5647596633,N/A,辽宁省人力资源市场条例,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,8ee9e9b812b3c534d2a49045ea21bffecf9828b2fae2ddcf794bc47ec20ffa27,N/A,辽宁省预算审查监督条例,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,0ecfdfdbd98759f0cd3050691282ed43231cff82e7cfb62753b7e535f96ed3d8,N/A,辽宁省电信管理条例,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,1a52665af92727aa7cd527e7408d024cc412481a6ed4d14f4dd154b6bcd9bba5,N/A,池州市优化营商环境条例,池州市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,aa283def000eb704b156468de97ff610f1c27e97ebbef027009194e8b0e0955c,N/A,福州市摩崖石刻保护规定,福州市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,204be09d5da06922c94b68352468ef79b09ab934d40d399cd9bf4b3d48d515b7,N/A,福建省人力资源市场条例,福建省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,dfba3c211b86dfb2ba8f0732b0d8a35201b97dc0d606ff514577ea83cd88a8d1,N/A,河南省实施《中华人民共和国黄河保护法》办法,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,67,False,False,
gov,8307e2abf16dec0ffdaa609b1d30fc0352e9c542059e12bf5e5a617225c9f100,N/A,河南省燃气管理条例,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,39dc86ffbe2219b0ba49c6fc02a6cea60fceb62f6b1b5ca3441244bdd463a002,N/A,河南省固体废物污染环境防治条例,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,0284488a39519889bc0687de6c12825833508f7afb1f000fb1ffd47e810a9a7d,N/A,河南省失业保险条例,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,dbe7a2f32856f8e428d8206328b23064666a1215077ada4915dc6a5596f2ba50,N/A,河南省各级人民代表大会常务委员会规范性文件备案审查条例,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,4f7ad2a7714daf90788ac74f96e249fa36dc2ede9277eeb08354586c856bd05f,N/A,河南省黄河工程管理条例,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,0ebace0fd220f71303ce28a69d91cae4c66fff73f4637f9ff09a720346e5e8fc,N/A,河南省黄河防汛条例,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,1700105a2510a7bf7f9e9bcedd37f2f56dd5496a4dd8295b8caa744c92501415,N/A,河南省人民代表大会常务委员会济源产城融合示范区工作委员会工作条例,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,78,False,False,
gov,9017a2556d6fb2536c1c3507864561b5973ef69b3f2e9ece9bfa9e2718d9ab6f,N/A,湖北省各级人民代表大会常务委员会规范性文件备案审查条例,湖北省人民代表大会常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,887b0dcb89f323071be39609271b334545c662cfcb7b8f3b7008b836d6d823b3,N/A,湖北省各级人民代表大会常务委员会人事任免工作条例,湖北省人民代表大会常务委员会,EXCLUDE,—,,,,,,70,False,False,
gov,1306980a61aa1df866400a804c52371eb9f9c053d90e9d6cde288a4035f89236,N/A,湖南省水污染防治条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,56,False,False,
gov,ecc7c818888b2c6adfbc1911fdec16fa5a26a95a1597150f6f01ba9cb0f494a3,N/A,湖南省职业教育条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,cdcaa4882f618409ebb3381ef566ac02a6b35298cda7fd1a759945d313b173cd,N/A,湖南省优化营商环境条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,8888f5e16bc2caada447f9b10bdd72ed33ebc0dcc3f549177afdd8904bdad996,N/A,湖南省社区养老服务设施配建若干规定,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,4cc6a310e9de4a3b7d8357732d36cd08e5014fe1e0d5521adea6819e709f1365,N/A,湖南省规范性文件备案审查条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,60,False,False,
gov,1738be591af61ef8a7a8cea610666fb344d4b577553e01f6f1344343465bfd6e,N/A,湖南省募捐条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,53,False,False,
gov,3d014aae94be7bb885cece54f86a0bda338bbeb4532799949fb770d91998c0a3,N/A,湖南省实施《中华人民共和国港口法》办法,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,7e577b4450ec50ffdb0a58421b16ffb504149862df3f949ab2f1f359feff2bb1,N/A,湖南省人民代表大会议事规则,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,77431df6548d6d216457101603ab05c7142854a0ea99fd0b99559560e0c6d1de,N/A,湖南省水能资源开发利用管理条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,e4f12ac1710ffe6dfe34b822bdb2582d0c01ebcb45bc74a05abfa648afb8c07f,N/A,湖南省乡村振兴促进条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,1e22e8ed1cd7d6db323431de5cdd518f4fdf8d882a209bf6a12385ce027c9910,N/A,湖南省实施《中华人民共和国会计法》办法,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,086eeb3ae9bc69590d720a313ecb397d54dda958329856242a9e8d750c896ef1,N/A,湖南省散装水泥条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,b101e5da71eb952c8796e2a59ba399a16b0fb49501120e7dc2094fab8a02aca2,N/A,湖南省农业机械管理条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,86a086413975359f9964455baea8ad349e9525fde4e9fec172f0959e7c6ff9d4,N/A,湖南省实施《中华人民共和国消防法》办法,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,190f03bfa8f2c5f5ddb05823513a8c64f3eb8e8f5e004d8534a5f92cd371ff74,N/A,湖南省人民代表大会常务委员会议事规则,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,64,False,False,
gov,30922999c805241f933e666b8b3a7e79efcadfdd410e5376f638acca4da337f4,N/A,湖南省渔业条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,53,False,False,
gov,d7b2548a6da49955919a2a3b5cb86a78877d2352fd4d3dc11b4cfbb4ac84b35d,N/A,湖南省爱国卫生条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,065c411a111bec57cfc864d4863a1efc46a03b8dffa1ca51adedd22d92fae734,N/A,湖南省劳动保障监察条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,8dde7973a35515ed7131c886bde640c66263ac006b2d5ce921f2fdb48cc7456e,N/A,湖南省林业条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,53,False,False,
gov,2355cc40d2bbcc29966039ab8d0fbe71d2a660dcd38ca86744d178fbde868fc1,N/A,湖南省环境保护条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,60b974f64f3591b9cff3229181f196eb1ad433222b87a21b1933c2f7b8f78507,N/A,湖南省财政监督条例,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,be5e276ffb45234c787b082623db8a58f1a8ac1c70f9e2fc087d2667298a82f8,N/A,中山市前山河流域协同保护规定,中山市人民代表大会常务委员会,EXCLUDE,—,,,,,,60,False,False,
gov,5d3087a9ed7bfdfd6754015897c589c0d5644a52e20940610e05bffec2b2f3f0,N/A,汕尾市优化营商环境条例,汕尾市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,a150ea04a943d56daf0cb4eb7aa0b345589c734cabbbf8d0260a9d71446e240d,N/A,海南省文物保护条例,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,d30b1801bc5c88d1b449f859b4de0525fbd2ae9737f157741b93d2e54591c2e5,N/A,海南省燃气管理条例,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,b690bd60b6281fea69b0ce4afe292b267646b5094e8d84640b964d77a8d81801,N/A,海南省各级人民代表大会常务委员会规范性文件备案审查条例,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,e3c0612f7c9712150b485ffe446cd9b621d435b4971d4463708edd6bbee6c045,N/A,黔西南布依族苗族自治州农民工人身损害救助服务条例,黔西南布依族苗族自治州人大常务委员会,EXCLUDE,—,,,,,,74,False,False,
gov,f4a2985bfad73fe3ae102d3a3a46001fe17c79f72de7dfb97d63bf6b15c57152,N/A,玉溪市易门铜矿国家工业遗产保护和利用条例,玉溪市人民代表大会常务委员会,EXCLUDE,—,,,,,,66,False,False,
gov,880cc6a5dfc484cd1cd359c59a01a6bd2688e8ed36a73b18d379f1132a9cd4fc,N/A,临沧市爱国卫生工作条例,临沧市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,6f593e115dbfad0a14f2c7fa2002cf08d530ba92ff8b10fcc25bc325f1b4668b,N/A,曲靖市万峰湖保护条例,曲靖市人民代表大会常务委员会,EXCLUDE,—,,,,,,56,False,False,
gov,71aa96410ec3ddce0863f5470ae3c345bdd31be68e2c2b28932a912c0300e89e,N/A,日喀则市物业管理条例,日喀则市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,24aee7ffa7fdb3b6784c78f0a2edba8d121eb3ae73abb21212f28f8d3209c9d7,N/A,日喀则市河道采砂管理条例,日喀则市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,34ccbc80f3dcbb33614bc347c0bab1323a901a1bdc594c920c44779675f71b18,N/A,拉萨市爱国卫生管理条例,拉萨市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,72534b8c9f9413be1bd05c8e5adfcdae698e405608968a28152a2f9e0a923930,N/A,山南市发挥村规民约和居民公约基层治理作用若干规定,山南市人民代表大会常务委员会,EXCLUDE,—,,,,,,70,False,False,
gov,4d3c9e2f4c7961383acd6ccd619a4e767a72eb4f7d9b1c8bef503acf74f8860a,N/A,山南市饮用水水源地保护条例,山南市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,5a7ccd561509723acbd9e06d70b931ce997478a14ef99777054afa724bb6a8c5,N/A,甘肃省各级人民代表大会常务委员会规范性文件备案审查条例,甘肃省人民代表大会常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,3a259bf2f37a085227aef92b1ef8f29326be5f286c62b496363c476bbcc377c3,N/A,甘肃省噪声污染防治若干规定,甘肃省人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,92f7e1eff852502cd3a18d7577842b096c8df4fbd5f93fadc135e462af570249,N/A,甘肃省优化营商环境条例,甘肃省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,399dfd38314340601ae84c41afae0735ea5a53b2700870959e6cf763eda69e9b,N/A,石嘴山市湿地保护条例,石嘴山市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,f4ba4311e45714f774c639b3d462b7d81dcf66b15aa00142cdcf752b19024a06,N/A,新疆维吾尔自治区实施《中华人民共和国人民防空法》办法,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,5beea85785c52d364ae938beef948d3518777389465605cf75b8477cec629b7f,N/A,新疆维吾尔自治区农村集体经济组织资产管理条例,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,69,False,False,
gov,e701aea379108e8c0eabf870b571bb0e3dcc706b692a8eb46ef8e657ad358d55,N/A,新疆维吾尔自治区矿产资源管理条例,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,fee399e57c66be86fbbbfed5a25ed319e14aca5cd860eefae93b90ce8c58bc54,N/A,新疆维吾尔自治区河道管理条例,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,b62158bc85b2a18c34069351f0d41706adf9cab9a194d8792dac218c84d57c22,N/A,新疆维吾尔自治区消防条例,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,6458845fdc2263d225f72a990135d8ff9e2362ec7ada8176c75bf13dc69f79f4,N/A,新疆维吾尔自治区计量监督管理条例,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,95e0a52ba72f2096ffea0152c3006fc7b1fcbbcbfc3695b4e915f2c2362a080b,N/A,新疆维吾尔自治区农业机械安全监督管理条例,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,67,False,False,
gov,25b4aeede5e90056f6d91eb963983ef940cc06506bcf6bcf7ac1e88aeac99d94,N/A,新疆维吾尔自治区实施《中华人民共和国野生动物保护法》办法,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,75,False,False,
gov,90f92bb2eb469e0912a62200ca7cf5a12a3741b40f7037d84e6a805e10fe8d6c,N/A,新疆维吾尔自治区气象条例,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,69488f58bdb2f57b3480256c420806dff5fde7766d3d2dc9b3d754304c28ecc5,N/A,海南自由贸易港商事调解规定,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,75cb588b7b655dc66548128335baff926599b88c23621f3dfc11f2eb980d25c4,N/A,海南自由贸易港博鳌乐城国际医疗旅游先行区生物医学新技术促进规定,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,77,False,False,
gov,38d81ef674b6650207e0f69df63e2262f3b1d8369c508780a2ef9cc17ba3a628,N/A,海南自由贸易港进境环境安全准入管理若干规定,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,67,False,False,
gov,457dde9247b52f7864e24876ec00478c93a120a4fbd8577c28582ca28256d6bd,N/A,海南自由贸易港国土空间规划条例,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,17f202faf06e13b4420f465ecbea21a0915fcc688df5619d15aa529b17458dcf,N/A,海南自由贸易港数字经济促进条例,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,0430f84cb1811e34cc6a19adb307afdb51135e2e834b80cdbf350ac0695bd3dc,N/A,海南自由贸易港国际数据中心发展规定,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,5385899c5118f2ea4ddaaf90c289fdb7916910a975cc312f1913f8dc880ba5a0,N/A,湖南省人民代表大会常务委员会关于促进和保障长江流域禁捕工作的决定,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,79,False,False,
gov,19513b4489e05c7eaa780ff08f72e409ede1945a06831afdd7799c1ecc1c9f89,N/A,辽宁省人民代表大会常务委员会关于修改《辽宁省电信管理条例》的决定,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,82,False,False,
gov,2420658a57a75de441b47587721cd9f5b6935d263cac1eb60bd8f842a03bfa3f,N/A,池州市人民代表大会常务委员会关于修改《池州市优化营商环境条例》的决定,池州市人民代表大会常务委员会,EXCLUDE,—,,,,,,84,False,False,
gov,87655784fa035c365ef57360c87d8a6edb71f3fd25ee0283a073b15346104f90,N/A,河南省人民代表大会常务委员会关于修改《河南省黄河防汛条例》《河南省黄河工程管理条例》的决定,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,95,False,False,
gov,2dbe9aef7b5bf210edd92a99034a7aab9fc045385cd73cb7048d4fbce0ef30a3,N/A,河南省人民代表大会常务委员会关于废止《河南省计划免疫条例》《河南省信访条例》的决定,河南省人民代表大会常务委员会,EXCLUDE,—,,,,,,91,False,False,
gov,a8eed02d00c69386385ce08a4a7073f6d6f4063fe726813053e94fdd1c72adc6,N/A,湖北省人民代表大会常务委员会关于修改《湖北省各级人民代表大会常务委员会人事任免工作条例》的决定,湖北省人民代表大会常务委员会,EXCLUDE,—,,,,,,97,False,False,
gov,f26587daa2f2d72ead01058b2f345c6bad3f1b3d1a0648f7b811765cd0bce60d,N/A,湖南省人民代表大会常务委员会关于修改《湖南省规范性文件备案审查条例》的决定,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,87,False,False,
gov,a05f745e0b82d5e77564671941e26a4946a69bd5b784d58b581f4a92197f127b,N/A,湖南省人民代表大会常务委员会关于废止、修改部分地方性法规的决定,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,81,False,False,
gov,55dee7821b79c77725605d3fdce3b0cf701f03a5721590c937a6fef9f1c6e0e6,N/A,新疆维吾尔自治区人民代表大会常务委员会关于修改《新疆维吾尔自治区农村集体经济组织资产管理条例》等九部地方性法规的决定,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,109,False,False,
gov,74b5b683c36567adfe57e3c2c3003c3ff23f2f21e327e9e77eefff082180e744,N/A,新疆维吾尔自治区人民代表大会常务委员会关于废止《新疆维吾尔自治区技术市场条例》等七部地方性法规的决定,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,101,False,False,
gov,ba8e3981340ac35cde2031b63773338e3222a5cc61dc0e3e4aa51ace67347860,N/A,新疆维吾尔自治区人民代表大会常务委员会关于废止《新疆维吾尔自治区人民代表大会常务委员会关于贯彻实施〈中华人民共和国行政处罚法〉的决定》的决定,新疆维吾尔自治区人大常务委员会,EXCLUDE,—,,,,,,121,False,False,
gov,29a12aaf0023689455048bc96165db2b7518b22dacaef2a34b0cda17b5ddecd8,N/A,河北省测绘地理信息条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,a987464816823bcf9c56c8a74c996cf5863f94255e0b2e8981551cbfe39d06dd,N/A,河北省动物防疫条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,f4d0a2a0b198f04669e919edb448c0d22460a63b132f416db8f3692b07d12160,N/A,河北省实施《中华人民共和国工会法》办法,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,b188c15f7f1edfd39f94057bcc20b90c5b1e87b7b3dc089cdd96e5decba3bb50,N/A,河北省法律援助条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,a0f6c0db3b32b424afe1c9bb6429b51690549724aeb461b5a8360b1d43c1fa14,N/A,河北省中医药条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,54,False,False,
gov,fa3f0366480b1761a5b44bf8ba05b9d02b38576b7fc7697c3913f4bbdda021ac,N/A,河北省乡镇人民代表大会条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,cd23d4d9b299066a73124121da2ba6c58ea2f054e0436a5552cdf3fb7175fb8f,N/A,河北省农民工权益保障条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,82c454090c420b31a2f852b092f506dcce6bd3aa882d00788e5f2aa6c1a68872,N/A,河北省企业民主管理条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,ee1f59aebb86c5a8202a61503caa1e07e22ee0ca6fc824752acb1ef831dea20f,N/A,河北省食盐加碘消除碘缺乏危害监督管理条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,66,False,False,
gov,8e66286f6ceffefff37a68478ebe23f64e0019f2312f959a4ea2047c7478b8a2,N/A,河北省商品条码管理条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,088b063b340986216afc51996f0044c54cb161ddec7d86f1dbdc902c1d640820,N/A,河北省优化营商环境条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,c8411e7332c1d1ccd01890d53e92d7d82a86f32b1f61b27064ff0c230a5c3fa3,N/A,河北省人民代表大会常务委员会关于促进农作物秸秆综合利用和禁止露天焚烧的决定,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,83,False,False,
gov,85c62862d13d8e22c3a032bf6a981a4a0b2b1edd57b4cb935dfe8a9545d97ed5,N/A,河北省专利条例,河北省人民代表大会常务委员会,EXCLUDE,—,,,,,,53,False,False,
gov,f94cf55a9916856f685a96fc8c4ddda6c19c7127d8920b5fae325f60507101b4,N/A,长治市电梯安全管理条例,长治市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,c6e1d80eb0cb40bad612f1b80fffef0be33c0044dc0c83333389d5e28e8db87b,N/A,忻州市黄酒产业发展促进条例,忻州市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,0ea293b4c867b371efe9ef825a0e224ad1717c0ee15b5840e0fd05af4a060770,N/A,吕梁市人民代表大会及其常务委员会立法程序规定,吕梁市人民代表大会,EXCLUDE,—,,,,,,63,False,False,
gov,586b93b2998f191b0262d30754993e24f6dfd2ab760414f500bb574869f7245f,N/A,内蒙古自治区生态环境保护条例,内蒙古自治区人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,57151799e728a5e521a975afd637ed4e1d3bf338eb10da1b35a4c01d65028bca,N/A,内蒙古自治区机关运行保障条例,内蒙古自治区人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,d40cbe00d0e5b729e36780bb766909baa28195fc126abd519a60219d6920e823,N/A,通化市哈泥河饮用水水源保护条例,通化市人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,17e1549403409c4d167a290039197121fffb4cbee4eb40a61798f1938b083ff5,N/A,上海市公共图书馆条例,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,56,False,False,
gov,e5c3cb3ae28fa1964b3d52a43811d3b8bd4c2d06b4107071ce9292f84cab10f4,N/A,上海市促进农业科技进步若干规定,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,cdb9c91ecef2309138a2eec7de2ad5f839e95b4d44d4a33925d7f8b890170be8,N/A,上海市人民代表大会常务委员会规范性文件备案审查条例,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,71,False,False,
gov,8da8e85f384ede514f3532eac3833ef48b881f7680d3d9bf8e5f5af8b2c80fc7,N/A,江苏省各级人民代表大会常务委员会规范性文件备案审查条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,838cf7fda9741108f26a1391aef27e47a418e7a54bd1326000899c6a6eb432f5,N/A,江苏省固体废物污染环境防治条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,837e5837c3847d6370bececcc1bc2fa1f2aabfb8a0eb256ad8c057101023936b,N/A,江苏省地下水管理条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,56,False,False,
gov,c9d7c22af3278da074c69f89e157812eb5e9cf4ee7fc3e0319b125d2688b0dd4,N/A,江苏省产业技术研究院发展促进条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
gov,a767301090d2ff0b1d9a09aaf7cd80ad3e01626bc5acc1493da2da29880e9f84,N/A,江西省爱国卫生条例,江西省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,8ec4ab37b926a276a51a391f289d08b68375d513ae9d5008c64cccea5b3127bd,N/A,江西省公路条例,江西省人民代表大会常务委员会,EXCLUDE,—,,,,,,53,False,False,
gov,e8f3fb38b53b4e024d2607c4f3129631cfe6a9dc544e51eb6b7e6e196da0a0cc,N/A,江西省动物防疫条例,江西省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,f7ed8bdbecdc1d45c87509aff41c68806bbfb1f9d0d7c2566b841d55ed30a269,N/A,江西省企业权益保护条例,江西省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,4194ee4bc79a7acd1279924630903121372710ca4c39c4fbbe841decec4624f1,N/A,江西省建筑管理条例,江西省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,065b19c0bb775ea22ac739d1803ea33d06d8eb8b84ff693c4f104e8e2b61a3c6,N/A,广东省新型农村集体经济发展促进条例,广东省人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,2ade99c3af2c82c9d39ce8b2268b253dcbd506df467ac08ab8778b4aebea8d7b,N/A,广东省见义勇为人员奖励和保障条例,广东省人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
gov,ac48f0842385b489162a01c0c4c7a9292b3927631065be417bd8430b2deb04da,N/A,广东省公共文化服务促进条例,广东省人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,2fa8693146d7806af25ed8c9d2716bcd490bea1439ca16ee3b0766d4d5b00696,N/A,广西壮族自治区多元化解矛盾纠纷条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,7de4a6ca1fa85e6dad5a3762a638240d27a8fcb099a5536e0df5532fc6f4df24,N/A,广西壮族自治区各级人民代表大会常务委员会讨论决定重大事项的规定,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,77,False,False,
gov,2bde8cc82a245e50e7ad43f7f3973620ed760e1457c7e5b751ba649d43d99b3f,N/A,广西壮族自治区农业机械安全监督管理条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,cb466aaaf20f6b546e3e4074e3192b10d6998cdd6fd67513dcf303332afe6a42,N/A,广西壮族自治区海域使用管理条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,2983203a7cefa05c76b5b542debd28a1a48fbb60b5b4e536344a5baff38b3a28,N/A,广西壮族自治区人民代表大会代表视察办法,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,3299c04670a3abc1ca876404125d5de8fc2614ef13fef14c2cb4621672a8f361,N/A,广西壮族自治区各级人民代表大会常务委员会规范性文件备案审查条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,77,False,False,
gov,ee2ccd7b9099efe4f70890c0649c5583d4a90b9026652542ebe69c4f5fe5e6d7,N/A,广西壮族自治区立法条例,广西壮族自治区人民代表大会,EXCLUDE,—,,,,,,56,False,False,
gov,94eed56e8a79bc01b5102237ef2b7c64eb4b91938019025707cd631465d2e84e,N/A,广西壮族自治区地质环境保护条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,a93ededadb2ad91d9ab096a3f2c3b732331f56b79680b350cab6c771fed80647,N/A,广西壮族自治区港口条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,4b62eae652ee4b5b4395eda3d41937a747c9ce682d6945380f1f7af8b7c04972,N/A,广西壮族自治区技术市场管理条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,d9c2f430e0fd9c72887787a3b500edae56775fc9af67b8a295b2351ac70538cc,N/A,广西壮族自治区各级人民代表大会常务委员会执法检查条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,72,False,False,
gov,6e5a1ce73353aa1e7769e8f9188e331116fd4e7a3722247eda16db1e7d4850dc,N/A,广西壮族自治区企业工资集体协商条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,61d3aa63dee63e810ce587ff72bcbc4b3c4f388df8a86bb0843005bcf471d7cb,N/A,广西壮族自治区新型墙体材料促进条例,广西壮族自治区人大常务委员会,EXCLUDE,—,,,,,,63,False,False,
