source,dedup_key,document_number,title,issue_organ,decision,confidence,a_kws,b_kws,c_kws,x_kws,snippet,avail_text_len,has_full_body,in_attr,matched_rfn
nfra,af11fe4e6f5c04b2ac436ef887dee9b5bbff18b34de0ee23fe5b073bc32a2a85,金规〔2024〕22号,国家金融监督管理总局关于延长保险公司偿付能力监管规则（Ⅱ）实施过渡期有关事项的通知,法规司,BOUNDARY,低,,,保险公司|偿付能力,,[title]…国家金融监督管理总局关于延长保险公司偿付能力监管规则（Ⅱ）实施过渡期有关事项的通知 国家金融监督管理总局关于各金融监管局，各保险集团（控股）公司、…,1399,True,True,RFN-d4197cda0a439d6c;RFN-d4197cda0a439d6c
nfra,e212abf5e81b2f207a3bd85479a210ef8fde0f1424743bcbf3fa1bab90b94742,金规〔2024〕20号,国家金融监督管理总局关于印发消费金融公司监管评级办法的通知,非银机构监管司,EXCLUDE,中,,,,银行业,[body]…营管理和风险状况，合理配置监管资源，有效实施分类监管，促进消费金融公司稳健经营和规范发展，根据《中华人民共和国银行业监督管理法》和《消费金融公司管理办法》（国家金融监督管理总局令2024年第4号）等有关法律、部门规章的规定，制…,7820,True,False,
nfra,ace2d8aa57fcc79924ec8471e4efddc22989626008b28c131ee7868458e37dc4,金办发〔2024〕122号,国家金融监督管理总局办公厅关于印发《保险资金运用内部控制应用指引（第4号—第6号）》的通知,法规司,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,,[title]…国家金融监督管理总局办公厅关于印发《保险资金运用内部控制应用指引（第4号—第6号）》的通知 国家金融监督管理总局办公厅各金融监管局，各保险集团（控股）公司…,28188,True,True,RFN-bd2dc00378b68047;RFN-bd2dc00378b68047
nfra,689d48ba3bb1a33b2183fd2e4acf3d17d7a1eb658d7ec4ece52401cc0bfa2ad8,金办发〔2024〕121号,国家金融监督管理总局办公厅印发《关于强监管防风险促改革推动财险业高质量发展行动方案》的通知,财产保险监管司（再保险监管司）,EXCLUDE,中,,,保险产品|保险公司|保险机构|保险消费者|偿付能力|分支机构,再保险公司|财产保险公司,[meta]…国家金融监督管理总局办公厅印发《关于强监管防风险促改革推动财险业高质量发展行动方案》的通知 各金融监管局，各财产保险公司、再保险公司、保险专业中介机构，银保信公司、上海保交所、银保传媒公司，保险业协会、保险学会、精算师协会、保险资…,8848,True,False,
nfra,48b2c0feff1e1edb81449a7bbdd4c488c47d98f008300d04e230d9146982eb93,金规〔2024〕19号,国家金融监督管理总局关于印发保险资产风险分类暂行办法的通知,法规司,EXCLUDE,中,,,保险公司|保险资产管理|保险资金|偿付能力,商业银行|金融资产,[body]…知存款、货币市场基金、货币市场类组合类保险资产管理产品、现金管理类理财产品、短期融资券、超短期融资券、买入返售金融资产、央行票据、商业银行票据、商业票据、大额可转让存单、同业存单、拆出资金、存放在中国证券登记结算公司和中央国债登…,17867,True,True,RFN-66768782981b1368;RFN-66768782981b1368
nfra,2dbaac9a823630f9e7d76fb1c67e32f9895065134e8e0716cdf2c126847be458,金发〔2024〕35号,金融监管总局 财政部 农业农村部 国家林草局关于推进农业保险精准投保理赔等有关事项的通知,财产保险监管司（再保险监管司）,EXCLUDE,中,,,保险产品|保险公司|保险理赔,再保险公司|财产保险公司,[meta]…（局）、农业农村（农牧）厅（局、委）、林业和草原主管部门，新疆生产建设兵团财政局、农业农村局、林业和草原局，各财产保险公司，农业再保险公司，银保信公司，保险业协会，精算师协会：为认真贯彻落实《中共中央  国务院关于学习运用“千村示范…,5324,True,False,
nfra,36eb496cc6be67911d0dd2f8b306a1c106011ceafca119c4b3f7b2972b7d8b04,金规〔2024〕18号,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知,普惠金融司,EXCLUDE,中,,,分支机构,商业银行|银行业|银行业金融机构,[title]…国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知 国家金融监督管理总局各金融监管局，各政策性银行、大型银行、股份制银行、外资…,13278,True,False,
nfra,24a5b6800ba78265b4a65569a3781cf70eaa4a56b9bd073f1cd83ca66f60404b,金规〔2024〕17号,国家金融监督管理总局关于印发金融资产管理公司不良资产业务管理办法的通知,非银机构监管司,EXCLUDE,中,,,保险机构|分支机构,商业银行|证券公司|金融资产|银行业,[title]…国家金融监督管理总局关于印发金融资产管理公司不良资产业务管理办法的通知 各金融监管局，各金融资产管理公司：各金融监管局，各金融资产管理公司：现将《…,22071,True,False,
nfra,44c32a999ffe17bc6b21c4341746682df3aef7939b2b71576801a113e975886a,金发〔2024〕34号,国家金融监督管理总局关于进一步提升金融服务适老化水平的指导意见,金融消费者权益保护局,EXCLUDE,中,,,保单|保险产品|保险公司|保险理赔|保险资产管理,商业银行|金融资产|银行业|银行业金融机构,[meta]…进一步提升金融服务适老化水平的指导意见 各金融监管局，各政策性银行、大型银行、股份制银行、外资银行、直销银行、金融资产管理公司、金融资产投资公司、理财公司，各保险集团（控股）公司、保险公司、保险资产管理公司、养老金管理公司、保险…,9196,True,True,RFN-3a6d19f09a88aed2;RFN-3a6d19f09a88aed2
nfra,ece486d9761a5764f9b8dd894d3753e897bd0c942dee830ac9ce286c4a6a374f,金规〔2024〕16号,国家金融监督管理总局关于印发商业银行实施资本计量高级方法申请及验收规定的通知,法规司,EXCLUDE,中,,,,商业银行|银行业|银行业金融机构,[title]…国家金融监督管理总局关于印发商业银行实施资本计量高级方法申请及验收规定的通知 各金融监管局，各政策性银行、大型银行、股份制银行、外资银行：各金融监…,17951,True,False,
nfra,cb29d858a89dd524784d176171d009b652f3a84713d08bf55c66b2e7b48b06cc,金办发〔2024〕110号,国家金融监督管理总局办公厅关于大力发展商业保险年金有关事项的通知,人身保险监管司,INCLUDE,中,人身保险|人身保险公司|养老保险|养老保险公司,,,商业银行,[meta]…国家金融监督管理总局办公厅关于大力发展商业保险年金有关事项的通知 各金融监管局，各人身保险公司，相关商业银行：为深入贯彻落实中央金融工作会议关于做好养老金融大文章的决策部署，加快补齐第三支柱短板，进一步满…,4199,True,True,RFN-9c75fa95d274936c;RFN-9c75fa95d274936c
nfra,06270f577e90c08d9938ee6905b0e50bda199f6c16f2bd811e5bbb7a867d84ab,金规〔2024〕15号,国家金融监督管理总局关于部分非银机构差异化适用公司治理等相关监管规定的通知,非银机构监管司,EXCLUDE,中,,,保险机构,商业银行,[body]…行保险机构关联交易管理办法》（中国银行保险监督管理委员会令2022年第1号，以下简称《关联交易管理办法》）和《商业银行资本管理办法》（国家金融监督管理总局令2023年第4号）的部分监管规定，同时应当严格执行相关监管制度的其他规定…,4097,True,False,
nfra,978c94f9eb3f29b4718edacb2eb277eca1c1154913a148e725a30004d3997b0c,金规〔2024〕14号,国家金融监督管理总局关于印发银团贷款业务管理办法的通知,法规司,EXCLUDE,中,,,分支机构,商业银行|金融资产|银行业|银行业金融机构,[meta]…总局关于印发银团贷款业务管理办法的通知 各金融监管局，各政策性银行、大型银行、股份制银行、外资银行、直销银行、金融资产管理公司：各金融监管局，各政策性银行、大型银行、股份制银行、外资银行、直销银行、金融资产管理公司：为进一步优化…,14296,True,False,
nfra,f35d8de88860c107a28684d0ae5acba0d0a731380388b644b752d0cc76768066,银发〔2022〕254号,中国人民银行 国家金融监督管理总局关于延长部分房地产金融政策期限的通知,统计与风险监测司,EXCLUDE,中,,,保险公司,信托公司|商业银行|金融资产,[meta]…策期限的通知 中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督管理总局各监管局；各国有商业银行，中国邮政储蓄银行，各股份制商业银行：中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督…,1205,True,False,
nfra,e51fb70144c68137692014ca04cb66e557d4a14a67caae8eb5126d293559123f,,中国人民银行 国家金融监督管理总局关于优化个人住房贷款最低首付款比例政策的通知,统计与风险监测司,EXCLUDE,中,,,,商业银行,[meta]…例政策的通知 中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督管理总局各监管局；各国有商业银行，中国邮政储蓄银行，各股份制商业银行：中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督…,1093,True,False,
nfra,0cf34745c838fb2eb02b207a9e33aded209437f5b0893430bfc2e7e4cd407ce8,金规〔2024〕13号,国家金融监督管理总局关于做好续贷工作 提高小微企业金融服务水平的通知,法规司,BOUNDARY,低,,,偿付能力,金融资产|银行业金融机构,[body]…量， 现就有关事项通知如下：一、 优化贷款服务模式。 银行业金融机构应当根据小微企业生产经营特点、 风险状况和偿付能力等因素， 优化贷款服务模式， 合理设置贷款期限， 丰富还款结息方式， 扩大信贷资金覆盖面。 持续开发续贷产品，…,3547,True,False,
nfra,c2b772d232ed6b1596007f7498537bf798d3247920e9d8d2bb3a1de053808bd2,金办发〔2024〕100号,国家金融监督管理总局办公厅关于做好金融资产投资公司股权投资扩大试点工作的通知,大型银行监管司,EXCLUDE,中,,,,金融资产,[title]…国家金融监督管理总局办公厅关于做好金融资产投资公司股权投资扩大试点工作的通知 工商银行、农业银行、中国银行、建设银行、交通银行，工银投资、农银投资、中银…,3414,True,False,
nfra,de88f7698040faf037eabd57aee4c7c5b1f7c69b2e1f190d90fbc0cca27d8871,金办便函〔2024〕1210号,国家金融监督管理总局办公厅关于扩大金融资产投资公司股权投资试点范围的通知,大型银行监管司,EXCLUDE,中,,,,金融资产,[title]…国家金融监督管理总局办公厅关于扩大金融资产投资公司股权投资试点范围的通知 工商银行、农业银行、中国银行、建设银行、交通银行，工银投资、农银投资、中银资产…,1175,True,False,
nfra,1f65eba941993496e0f52c2c097443a673773e623229492ea97add0f05ffa1cf,国家金融监督管理总局令〔2024〕6号,金融租赁公司管理办法,非银机构监管司,EXCLUDE,中,,,,商业银行|银行业|银行业金融机构,[meta]…险，促进金融租赁公司稳健经营和高质量发展，根据《中华人民共和国民法典》《中华人民共和国公司法》《中华人民共和国银行业监督管理法》等法律法规，制定本办法。第二条  本办法所称金融租赁公司，是指经国家金融监督管理总局批准设立的，以…,29153,True,False,
nfra,882adbc8b221b86a26a5a7c29c145bfbe0a704b15e635fd40f371f42c7ae5ea4,金办发〔2024〕99号,国家金融监督管理总局办公厅关于加强银行业保险业移动互联网应用程序管理的通知,科技监管司,BOUNDARY,低,,,保险公司|保险资产管理|分支机构,金融资产|银行业|银行业金融机构,[meta]…型银行、股份制银行、外资银行、直销银行、金融资产管理公司、金融资产投资公司、理财公司，各保险集团（控股）公司、保险公司、保险资产管理公司、养老金管理公司，各金融控股公司：为指导银行业金融机构、保险业金融机构和金融控股公司（以下统…,5726,True,True,RFN-76da31e921fcdf4a;RFN-76da31e921fcdf4a
nfra,3b8160d0f5cee4b5c18043d4f754805a3ccd8f4eca1b9b9e0974c299d9c24a15,金办发〔2024〕96号,国家金融监督管理总局办公厅关于促进非银行金融机构支持大规模设备更新和消费品以旧换新行动的通知,非银机构监管司,EXCLUDE,中,,,,银行业,[meta]…国家金融监督管理总局办公厅关于促进非银行金融机构支持大规模设备更新和消费品以旧换新行动的通知 各金融监管局，银行业协会、财务公司协会： 各金融监管局，银行业协会、财务公司协会：为深入贯彻落实党中央、国务院决策部署，按照国务院…,6553,True,False,
nfra,8e790cca6f541cd5718396dad00f84d10806770712f9cdc188090cdea0fa3609,金规〔2024〕12号,国家金融监督管理总局关于印发金融机构涉刑案件管理办法的通知,稽查局,BOUNDARY,低,人身保险公司,个人保险代理人,,保险公估|保险经纪|信托公司|再保险公司|商业银行|财产保险公司|金融资产|银行业|银行业金融机构,[body]…业集团财务公司、金融租赁公司、汽车金融公司、消费金融公司、货币经纪公司、信托公司、理财公司、金融资产投资公司、人身保险公司、财产保险公司、保险资产管理公司、保险集团（控股）公司、再保险公司、政策性保险公司、相互保险组织、保险专业代理…,13849,True,True,RFN-8858a4a6a7519c69;RFN-8858a4a6a7519c69
nfra,859ca3c4da4a9fd495576eb1a6f20fb0f44423a7114ddd290c381110318dcf71,金办发〔2024〕94号,国家金融监督管理总局办公厅关于印发保险公司县域机构统计制度的通知,统计与风险监测司,INCLUDE,中,人寿保险|人身保险公司|健康保险,,,财产保险公司,[body]…县域机构监管和风险防控，特制定本制度。一、统计内容保险公司县域机构统计报表包括《财产保险公司县域机构统计表》《人身保险公司县域机构统计表》（详见附件），具体内容有：各行政区域的原保险保费收入、赔付支出；有关险种的保险金额、签单数量、…,3840,True,True,RFN-993e71a24a57ac0a;RFN-993e71a24a57ac0a
nfra,882cba3957e256f8e836c8a17f9789e08d85265789ae7715ce72626bbe55f879,金办发〔2024〕91号,国家金融监督管理总局办公厅关于印发金融租赁公司业务发展鼓励清单、负面清单和项目公司业务正面清单的通知,非银机构监管司,EXCLUDE,—,,,,,,4515,True,False,
nfra,07ec52573a891aa670bdeaf93212a1acf46b93a5d7ccb2e0a64448a63390a64c,金规〔2024〕9号,国家金融监督管理总局关于加强和改进互联网财产保险业务监管有关事项的通知,财产保险监管司（再保险监管司）,BOUNDARY,低,人身保险|健康险,保险兼业代理,,保险中介机构|保险公估|保险经纪|商业银行|财产保险公司,[body]…直辖市、计划单列市），并及时向拓展地的派出机构报告互联网财产保险业务拓展情况。财产保险公司通过互联网经营的短期健康险和意外伤害保险，应符合《中国银保监会办公厅关于进一步规范保险机构互联网人身保险业务有关事项的通知》（银保监办发…,8099,True,False,
nfra,072cb4bd6debc3bf9dcd2d16bd8e91e9c94e82d03e84066bd206194e7f9f50fe,金发〔2024〕18号,国家金融监督管理总局关于健全人身保险产品定价机制的通知,人身保险监管司,INCLUDE,高,人身保险|人身保险公司,,,,[title]…国家金融监督管理总局关于健全人身保险产品定价机制的通知 金发〔2024〕18号各金融监管局，各人身保险公司，保险业协会：为全面贯彻中央金融工作会议…,2509,True,True,RFN-f38f43d420bb7d29;RFN-f38f43d420bb7d29
nfra,20924b50e3e8af66718cfe8d197669a4f9609b143883bd7a6dd68fe9946c0de9,金规〔2024〕11号,国家金融监督管理总局关于普惠信贷尽职免责工作的通知,普惠金融司,EXCLUDE,中,,,分支机构,商业银行|金融资产|银行业金融机构,[meta]…家金融监督管理总局关于普惠信贷尽职免责工作的通知 各金融监管局，各政策性银行、大型银行、股份制银行、外资银行、金融资产管理公司：各金融监管局，各政策性银行、大型银行、股份制银行、外资银行、金融资产管理公司：为贯彻落实中央金融工作…,7262,True,False,
nfra,01cea9db71b70a4f4eb3a544fab0072cba3ec88a1168d609a6bee05665c16ab3,金发〔2024〕16号,国家金融监督管理总局 上海市人民政府关于加快上海国际再保险中心建设的实施意见,财产保险监管司（再保险监管司）,EXCLUDE,中,,,保险公司|保险机构|分支机构,保险经纪|保险经纪公司|再保险公司,[meta]…金融监管局，上海市各区人民政府和市政府有关委、办、局，上海临港新片区管委会，各保险集团（控股）公司、保险公司、再保险公司、保险经纪公司，上海保交所、保险业协会：为深入贯彻中央金融工作会议精神，落实《中共中央  国务院关于支持浦东新…,4454,True,False,
nfra,a9fc01d12f50a9ae86e1120ed42f74543d78abcfee95371f1650038c8621d21c,金规〔2024〕10号,国家金融监督管理总局关于印发《反保险欺诈工作办法》的通知,稽查局,EXCLUDE,中,,,保险公司|保险机构|分支机构,保险中介机构|再保险公司,[body]…系统安全可控运行。第六条 保险机构应将消费者权益保护作为反欺诈工作的出发点和落脚点，不断提升保险服务质效，引导保险中介机构、第三方外包服务商、消费者等依法合规、诚实守信参与保险活动，营造良好保险市场秩序，切实保护消费者合法权益。 第…,10681,True,True,RFN-7ba085be0c1fabb8;RFN-7ba085be0c1fabb8
nfra,bf5e14fbf366af835b240a766c56e54035efe73717fa99d5eea494079371a009,自然资办发〔2024〕24号,自然资源部办公厅 国家林业和草原局办公室 国家金融监督管理总局办公厅关于落实深化集体林权制度改革要求 规范高效做好林权类不动产登记工作的通知,法规司,EXCLUDE,中,,,,银行业金融机构,[body]…抵押登记的，除存在权利交叉重叠、权属不清、证地不符等问题或法律规定不得抵押的情形外，自然资源部门应当办理，并为银行业金融机构等抵押权人颁发不动产登记证明，自然资源部门和银行业金融机构等抵押权人不得强制要求先换证再办理抵押登记，但抵押权…,4959,True,False,
nfra,75b2c7128f736e2cf66728eb8a100bd1b67b98ca4449f8a69ba14e83daaea3a1,金发〔2024〕13号,国家金融监督管理总局关于推进普惠保险高质量发展的指导意见,人身保险监管司,INCLUDE,中,人身保险|健康保险|健康险|养老保险|养老保险公司|寿险,,,保险中介机构|再保险公司,[meta]…和社会稳定器功能，更好满足人民群众和实体经济普惠性的保险需求，进一步推进普惠保险高质量发展，现提出以下意见。 人身保险监管司    各监管局，各保险集团（控股）公司、保险公司，银保信公司、上海保交所、保险业协会、保险学会：为深入…,8595,True,True,RFN-b879cf95ce425985;RFN-b879cf95ce425985
nfra,d70f726d5b30479204e022cee019c1bf51f2576cc6e7010217c959368f310432,,工业和信息化部 财政部 金融监管总局关于进一步完善首台（套）重大技术装备首批次新材料保险补偿政策的意见,财产保险监管司（再保险监管司）,BOUNDARY,低,,,保险公司,,[body]…障方案。支持生产制造单位根据装备、新材料产品特性和实际需要，在政策框架下自主决定投保险种、投保数量和投保年限。保险公司按照“保本微利”与“精算平衡”原则，定期开展保险费率回溯和动态调整。四、强化政策监督管理（七）依法依规投保承保…,4055,True,False,
nfra,cbb16847db56a25d76beebe8a2257d02564121aff21ef936e0fb700a8ecd7644,,金融监管总局2024年规章立法工作计划,法规司,EXCLUDE,中,,,保险公司|保险机构,信托公司|商业银行|银行业金融机构,[meta]…中国银保监会行政处罚办法》修订2《中国银保监会现场检查办法（试行）》修订3《中国银保监会信访工作办法》修订4《银行业金融机构董事（理事）和高级管理人员任职资格管理办法》修订5《政策性金融机构行政许可事项实施办法》制定6《银行保险机构产…,755,True,False,
nfra,63c1a3c5566b0bb42b50b6576c2780eeba968b4163eee4378695a5eda0d7a0b0,国知办发运字〔2024〕16号,国家知识产权局办公室 国家金融监督管理总局办公厅关于在银行业金融机构全面开展知识产权质押登记全流程无纸化办理的通知,法规司,EXCLUDE,中,,,,银行业金融机构,[title]…国家知识产权局办公室 国家金融监督管理总局办公厅关于在银行业金融机构全面开展知识产权质押登记全流程无纸化办理的通知 国知办发运字〔2024〕16号 各省、自治区、直辖市和新疆生产…,2066,True,False,
nfra,2347766223e5f6878f864a1dffb2fa8f631bb3991cd633802b5a1439711f4e66,,中国人民银行 国家金融监督管理总局关于调整个人住房贷款最低首付款比例政策的通知,统计与风险监测司,EXCLUDE,中,,,,商业银行,[meta]…例政策的通知 中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督管理总局各监管局；各国有商业银行，中国邮政储蓄银行，各股份制商业银行：中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督…,1169,True,False,
nfra,6af90cf3e019d8ff33fcf253486aa2a99178a48f60eca03fc6e9444d1a067f08,金发〔2024〕11号,国家金融监督管理总局关于银行业保险业做好金融“五篇大文章”的指导意见,政策研究司,BOUNDARY,低,人寿保险|健康保险|养老保险,,,信托公司|商业银行|金融资产|银行业,[body]…优健康保险产品供给，让相关政策惠及更多人民群众。探索包含长期护理服务、健康管理服务的商业健康保险产品。持续推进人寿保险与长期护理保险责任转换业务试点。加大对健康产业、养老产业、银发经济的金融支持。在风险有效隔离的基础上，支持保险…,10871,True,True,RFN-319734397c70c567;RFN-319734397c70c567
nfra,d662db389586308bf971bba3479a43f968a53db6185465989404464c3d69aec3,金规〔2024〕8号,国家金融监督管理总局关于商业银行代理保险业务有关事项的通知,人身保险监管司,INCLUDE,中,人身保险,,,商业银行,[meta]…业务和其他保险业务，各级分支行及网点均不限制合作保险公司数量。保险公司应当确保在合作区域内具备线下服务能力。 人身保险监管司    各监管局，各保险公司，各政策性银行、大型银行、股份制银行、外资银行：一、保险公司和商业银行开展保…,1202,True,True,RFN-9241d7927ce170a6;RFN-9241d7927ce170a6
nfra,c7349bae2143b4a01556237fe5092ac0c329c641a12a6bc271c8a01e4a5c089c,金规〔2024〕7号,国家金融监督管理总局发布《关于促进企业集团财务公司规范健康发展提升监管质效的指导意见》,非银机构监管司,BOUNDARY,低,,,保险机构,银行业,[body]…性改革，扎实推动财务公司行业高质量发展。坚持差异发展。引导财务公司为企业集团提供专业化、差异化金融支持，与银行保险机构形成优势互补、差异化服务的良好局面。坚持底线思维。有序推进财务公司风险化解处置，坚决惩治重大违法违规行为，严肃…,8190,True,False,
nfra,6dcc9f16ae1451d750e0250a8f1eadef1a42eece101177b919923581ec4bf406,金规〔2024〕6号,国家金融监督管理总局  中国人民银行关于优化已故存款人小额存款提取有关要求的通知,法规司,BOUNDARY,低,,,分支机构,银行业|银行业金融机构,[body]…引起的投诉、 诉讼、 资金损失， 办理人员尽到合理谨慎义务的， 实行尽职免责。 七、 银行业金融机构应当加大对分支机构落实已故存款人小额存款提取相关要求的培训和督促力度， 做好政策宣传， 切实加强和改进服务， 便利群众办理小额存…,2457,True,False,
nfra,4cb45b19d079d56ddd80639ace6fca6b07878804c884a128b4880bea3282cccf,金规〔2024〕5号,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,财产保险监管司（再保险监管司）,EXCLUDE,中,,,保险产品|保险公司|保险理赔|保险资产管理|保险资金|偿付能力|分支机构,再保险公司,[body]…风险管理体系。完善与客户环境、社会、治理等各类风险状况相挂钩的保险费率浮动机制，引导客户强化自身风险管理。支持再保险公司开发巨灾模型，提升行业巨灾风险定价能力。开展绿色保险产品定价回溯，提高风险定价的有效性、充足性，强化再保资源支…,9978,True,True,RFN-3dccbb28eae7bc24;RFN-3dccbb28eae7bc24
nfra,3369a1c9fbeb7bcf1223a83179674d0cc95b46e9534ec9bcb8dd0a4d97361f0d,金发〔2024〕5号,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,政策研究司,BOUNDARY,低,,,保险产品|保险公司|保险机构|保险资产管理|保险资金|分支机构,金融资产|银行业金融机构,[meta]…型银行、股份制银行、外资银行、直销银行、金融资产管理公司、金融资产投资公司、理财公司，各保险集团（控股）公司、保险公司、保险资产管理金融监管总局各监管局，各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门、发…,9634,True,False,
nfra,cf5a9bd252887fbd4078f431ffcd58bfa9b693501d44b4d045194f53196e8d2b,,中国人民银行 国家金融监督管理总局关于调整汽车贷款有关政策的通知,非银机构监管司,EXCLUDE,中,,,分支机构,商业银行|银行业,[meta]…关政策的通知 中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督管理总局各监管局；各国有商业银行，中国邮政储蓄银行，各股份制商业银行：中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督…,2348,True,False,
nfra,443ef06d692eca7f0ceeb399d63796ca33ecbd29da40dcf7d0deb6df14ba5a49,国家金融监督管理总局令〔2024〕5号,国家金融监督管理总局行政处罚裁量权实施办法,行政处罚局,EXCLUDE,中,,,保险公司|保险机构|保险资产管理,保险中介机构|信托公司|商业银行|金融资产|银行业,[meta]…行政处罚裁量权实施办法 第一章  总 则 第一条  为规范国家金融监督管理总局及其派出机构行政处罚裁量权，维护银行业保险业市场秩序，保护行政相对人合法权益，根据《中华人民共和国行政处罚法》《中华人民共和国银行业监督管理法》《中…,9958,True,False,
nfra,09b83d79a09bac36c9e1dbdc8eaa2dfe7f2138407768c72fd549751e92eb7892,金规〔2024〕2号,国家金融监督管理总局 财政部关于扩大城乡居民住宅巨灾保险保障范围进一步完善巨灾保险制度的通知,财产保险监管司（再保险监管司）,EXCLUDE,中,,,保险公司,再保险公司|财产保险公司,[meta]…理总局各监管局，各省、自治区、直辖市、计划单列市财政厅（局），新疆生产建设兵团财政局，各保险集团（控股）公司、财产保险公司、再保险公司，上海保交所、保险业协会：党中央、国务院高度重视巨灾保险工作，我国地震巨灾保险制度建立以来，在应对…,3080,True,False,
nfra,3998286bd5848455d5b760427728a48cfd00fca07a56f8be018f99bb7b0a9e32,国家金融监督管理总局令〔2024〕4号,消费金融公司管理办法,非银机构监管司,EXCLUDE,中,,,保险公司,商业银行|金融资产|银行业,[meta]…强对消费金融公司的监督管理，促进消费金融公司规范经营和高质量发展，依据《中华人民共和国公司法》《中华人民共和国银行业监督管理法》等法律法规，制定本办法。第二条  本办法所称消费金融公司，是指经国家金融监督管理总局批准设立的，不…,19561,True,False,
nfra,9b18eb6886b7cb8cddd43c599f47cdc701eb6617bfb9a7761f60fe85df1a5816,金规〔2024〕4号,国家金融监督管理总局关于印发人身保险公司监管评级办法的通知,人身保险监管司,INCLUDE,高,人身保险|人身保险公司,,,,[title]…国家金融监督管理总局关于印发人身保险公司监管评级办法的通知 各监管局，各人身保险公司：为强化人身保险公司分类监管，推动人身保险业高质量发展，现将《人身…,8393,True,True,RFN-67f0bc1e1e452b7c;RFN-67f0bc1e1e452b7c
nfra,61806fca20176c0078721bd9bcf44e2aa86881b4940d441097aa8b24c03673a4,财会〔2022〕39号,财政部办公厅 金融监管总局办公厅关于印发《银行函证工作操作指引》的通知,法规司,EXCLUDE,中,,,,银行业|银行业金融机构,[meta]…〔2024〕2号 各省、自治区、直辖市、计划单列市财政厅（局），金融监管总局各监管局，中国注册会计师协会，中国银行业协会，各政策性银行、大型银行、股份制银行、外资银行：为进一步落实《关于加快推进银行函证规范化、集约化、数字化建…,934,True,False,
nfra,1f41a8e1102cd5275aa11df34d861a96dc9ce60dad0740ef6dec822c9037430c,金规〔2024〕1号,国家金融监督管理总局关于印发汽车金融公司监管评级办法的通知,非银机构监管司,EXCLUDE,中,,,,银行业,[body]…配置监管资源，有效实施分类监管，促进汽金公司稳健经营和规范发展，逐步提升服务实体经济能力，根据《中华人民共和国银行业监督管理法》、《汽车金融公司管理办法》（国家金融监督管理总局令2023年第1号，以下简称《管理办法》）等有关法…,7986,True,False,
nfra,77a4c68c7e8e954357f9a8bb636ef9542932d943aaa6fa2ebe41426c8bb96e81,国家金融监督管理总局令〔2024〕2号,流动资金贷款管理办法,法规司,EXCLUDE,中,,,,商业银行|金融资产|银行业|银行业金融机构,[meta]…流动资金贷款管理办法 第一章  总  则 第一条  为规范银行业金融机构流动资金贷款业务经营行为，加强流动资金贷款审慎经营管理，促进流动资金贷款业务健康发展，依据《中华人民共和国银行…,13486,True,False,
nfra,aa8f4ec721f40920458ba3104cdf14703328ebb3774ef229d3165e7c0764c8c4,国家金融监督管理总局令〔2024〕3号,个人贷款管理办法,法规司,EXCLUDE,中,,,,商业银行|银行业|银行业金融机构,[meta]…个人贷款管理办法 第一章  总则第一条  为规范银行业金融机构个人贷款业务行为，加强个人贷款业务审慎经营管理，促进个人贷款业务健康发展，依据《中华人民共和国银行业监督管理法…,11173,True,False,
nfra,3ae36657753bbfa050b2f6332ddaed9041156137c961a1d0cbae54febbfc0b99,国家金融监督管理总局令〔2024〕1号,固定资产贷款管理办法,法规司,EXCLUDE,中,,,,商业银行|银行业|银行业金融机构,[meta]…固定资产贷款管理办法 第一章  总则 第一条  为规范银行业金融机构固定资产贷款业务经营行为，加强固定资产贷款审慎经营管理，促进固定资产贷款业务健康发展，依据《中华人民共和国银行…,14188,True,False,
nfra,d7f0611e38c26b9a282df985163bbbbd02f53c7a463f55537a39132087b06eea,,中国人民银行办公厅 国家金融监督管理总局办公厅关于做好经营性物业贷款管理的通知,统计与风险监测司,EXCLUDE,中,,,分支机构,商业银行,[meta]…贷款管理的通知中国人民银行上海总部，各省、自治区、直辖市及计划单列市分行；国家金融监督管理总局各监管局；各国有商业银行，中国邮政储蓄银行，各股份制商业银行：为促进房地产市场平稳健康发展，充分发挥经营性物业贷款作用，满足房地产行业…,3355,True,False,
nfra,a1891d1e8916787459debbfd8b3408807a5aba77fc3bdbbc7b32919eab5a2739,建房〔2024〕2号,住房城乡建设部 金融监管总局关于建立城市房地产融资协调机制的通知,统计与风险监测司,EXCLUDE,—,,,,,,2814,True,False,
